,tile_id,cluster,xcoord,ycoord
0,SWC0001_1_1,0,36.48000717,1021.4583130000001
1,SWC0001_1_1,1,127.9006653,987.3461304
2,SWC0001_1_1,2,50.12488174,737.6448975
3,SWC0001_1_2,0,677.1014404,1255.30603
4,SWC0001_1_2,1,598.6448364,1210.134033
5,SWC0001_1_2,2,422.711792,1141.1873779999999
6,SWC0001_1_2,3,803.1075438999999,1241.04126
7,SWC0001_1_2,4,451.2414551,1343.272583
8,SWC0001_1_2,5,1197.768066,898.6850586000002
9,SWC0001_1_2,7,760.3129882999999,779.8113403
10,SWC0001_1_2,8,1185.880737,1523.960571
11,SWC0001_1_2,9,1121.688965,1488.298462
12,SWC0001_2_1,0,1334.331909,196.9724731
13,SWC0001_2_1,1,856.4377440999999,1228.0939939999998
14,SWC0001_2_2,0,683.6095581000001,1075.710083
15,SWC0001_2_2,1,701.605835,1058.31897
16,SWC0001_2_3,0,1476.4729,836.8459472999999
17,SWC0001_2_3,1,1381.4884029999998,1105.422729
18,SWC0001_2_3,2,1435.53125,1144.7265630000002
19,SWC0001_2_3,3,1345.459839,1084.133057
20,SWC0001_2_3,4,1383.126099,1138.1759029999998
21,SWC0001_3_1,0,,
22,SWC0001_3_1,0,1202.829346,1287.904419
23,SWC0001_3_1,0,,
24,SWC0001_3_1,0,,
25,SWC0001_3_1,0,,
26,SWC0001_3_1,0,,
27,SWC0001_3_1,0,,
28,SWC0001_3_1,0,,
29,SWC0001_3_1,0,,
30,SWC0001_3_1,0,,
31,SWC0001_3_1,0,1196.2226560000001,1311.1365970000002
32,SWC0001_3_1,0,,
33,SWC0001_3_1,0,1191.805298,1315.716675
34,SWC0001_3_1,0,,
35,SWC0001_3_1,0,1190.652466,1313.221191
36,SWC0001_3_3,0,261.4693909,142.57565309999998
37,SWC0001_3_3,0,248.4451294,143.81289669999998
38,SWC0001_3_3,0,255.68968199999998,141.7002869
39,SWC0001_3_3,0,,
40,SWC0001_3_3,0,260.6966248,147.317749
41,SWC0001_3_3,0,,
42,SWC0001_3_3,0,255.6184082,141.8171082
43,SWC0001_3_3,0,250.83886719999998,152.5432892
44,SWC0001_3_3,0,,
45,SWC0001_3_3,0,263.3008423,145.424881
46,SWC0001_3_3,0,266.6200867,149.1429749
47,SWC0001_3_3,0,250.05218509999997,139.8679352
48,SWC0001_3_3,0,,
49,SWC0001_3_3,0,263.2170715,151.0914307
50,SWC0001_3_3,0,260.9463196,146.04887390000002
51,SWC0001_4_2,0,202.57376100000002,98.17534637
52,SWC0001_4_2,0,,
53,SWC0001_4_2,0,213.30624390000003,101.16593929999999
54,SWC0001_4_2,0,197.3894501,97.77394104
55,SWC0001_4_2,0,222.95277400000003,104.7363281
56,SWC0001_4_2,0,201.52964780000002,102.7596817
57,SWC0001_4_2,0,202.1105347,101.600769
58,SWC0001_4_2,0,201.17666630000002,97.70704651
59,SWC0001_4_2,0,201.50709530000003,106.2383728
60,SWC0001_4_2,0,195.83601380000002,110.54160309999999
61,SWC0001_4_2,0,,
62,SWC0001_4_2,0,207.1152039,103.5122147
63,SWC0001_4_2,0,223.08787540000003,119.84948729999999
64,SWC0001_4_2,0,,
65,SWC0001_4_2,0,198.34188840000002,94.45014191
66,SWC0002_1_1,0,1035.7264400000001,718.2996216
67,SWC0002_1_1,1,1454.0195310000001,750.9042357999999
68,SWC0002_1_1,2,477.23837280000004,428.2117004
69,SWC0002_1_1,3,966.7473144999999,42.69227219
70,SWC0002_1_1,4,948.2506714,956.0746460000001
71,SWC0002_1_1,5,1222.606445,840.765686
72,SWC0002_1_1,6,1103.321289,829.6324463
73,SWC0002_1_1,7,381.7218323,900.784668
74,SWC0002_1_1,9,298.59198,206.23406980000001
75,SWC0002_1_1,10,1220.220703,1010.150574
76,SWC0002_1_1,11,152.7767029,1016.603943
77,SWC0002_1_1,12,328.23968510000003,326.3452454
78,SWC0002_1_1,13,132.5756683,790.3522949
79,SWC0002_1_1,14,392.096283,408.4465637
80,SWC0002_1_2,0,511.96774289999996,1045.333374
81,SWC0002_1_2,1,1085.2150880000002,467.26882930000005
82,SWC0002_1_2,2,1191.1936039999998,1127.22583
83,SWC0002_1_2,4,661.3010864,568.4301147000001
84,SWC0002_1_2,5,396.3548279,915.2687988
85,SWC0002_1_2,6,1037.0429689999999,500.98925779999996
86,SWC0002_1_2,7,526.4193726,1242.838745
87,SWC0002_1_2,8,1.344088674,1103.139771
88,SWC0002_1_2,10,1403.150513,1488.5161130000001
89,SWC0002_1_2,11,1090.032227,1069.419312
90,SWC0002_1_2,12,1311.623657,1608.946289
91,SWC0002_1_2,13,858.8064575,399.8279419
92,SWC0002_1_2,14,126.59140009999999,1459.612915
93,SWC0002_1_2,15,502.33334349999996,423.9139709
94,SWC0002_1_2,16,420.4408569,1348.817261
95,SWC0002_1_2,17,256.6559143,1522.236572
96,SWC0002_1_2,18,642.0322876,621.4193726
97,SWC0002_1_2,19,1795.761475,141.5604706
98,SWC0002_1_2,20,965.0154418999999,500.9058533
99,SWC0002_1_2,21,1339.7070310000001,1433.575928
100,SWC0002_1_2,22,1456.139771,1315.096802
101,SWC0002_1_2,23,1104.4838869999999,202.3225861
102,SWC0002_1_2,24,1205.645142,1223.569946
103,SWC0002_1_2,25,895.4116821,1309.16626
104,SWC0002_1_2,26,1162.290283,891.1828002999998
105,SWC0002_1_2,27,757.0914307,523.0588989
106,SWC0002_1_2,28,1287.5375980000001,910.4515991000001
107,SWC0002_1_2,29,1759.4503170000003,598.9467772999999
108,SWC0002_1_2,30,858.8064575,1430.709717
109,SWC0002_1_2,31,362.6343994,1411.440918
110,SWC0002_1_2,32,827.1873168999999,1455.621216
111,SWC0002_1_2,33,1085.2150880000002,775.5698852999999
112,SWC0002_1_2,34,690.2042847,520.2580566
113,SWC0002_1_2,35,974.4193726,385.37634280000003
114,SWC0002_1_2,36,405.9892578,356.473114
115,SWC0002_1_2,38,964.7849731000001,236.0430145
116,SWC0002_1_2,39,977.2809447999999,1549.31604
117,SWC0002_1_2,40,1041.860229,1064.602173
118,SWC0002_1_2,41,1109.550049,795.0286865
119,SWC0002_1_2,42,264.88510130000003,877.7082519999999
120,SWC0002_1_2,43,140.70738219999998,447.32522580000006
121,SWC0002_1_2,44,1527.992798,670.7087402000001
122,SWC0002_1_2,46,1398.333374,997.1613159
123,SWC0002_1_2,47,1134.818237,259.3410339
124,SWC0002_1_2,48,1090.032227,342.0215149
125,SWC0002_1_2,49,1188.09729,966.618042
126,SWC0002_1_2,50,678.2543335,708.0227661
127,SWC0002_1_2,51,410.8064575,1238.0214839999999
128,SWC0002_1_2,52,1022.627136,816.2540283
129,SWC0002_1_2,53,829.4907837000001,1623.111084
130,SWC0002_1_2,54,1325.556763,924.1673583999999
131,SWC0002_1_2,56,1500.703125,756.6209106000001
132,SWC0002_1_2,57,833.9069824,353.2560425
133,SWC0002_1_2,58,1274.0095210000002,1625.61499
134,SWC0002_1_2,59,1706.892334,567.6141357000001
135,SWC0002_1_2,60,849.1720581000001,1324.731201
136,SWC0002_1_2,62,1101.174438,1109.131226
137,SWC0002_1_2,63,324.0967712,862.279541
138,SWC0002_1_2,64,863.6236572,529.8924561000001
139,SWC0002_1_2,65,831.7355957000001,1537.4904789999998
